2025-08-25 19:29:38 | INFO     | llm_api.py:list_models:36 | Received list_models request
2025-09-10 18:27:39 | INFO     | conversation_api.py:update_workflow_ui:572 | Received update-workflow-ui request
2025-09-10 18:27:39 | INFO     | conversation_api.py:update_workflow_ui:597 | Successfully updated workflow_data_ui for checkpoint ID: 28
2025-09-10 18:29:37 | INFO     | conversation_api.py:save_workflow_checkpoint:252 | Received save-workflow-checkpoint request
2025-09-10 18:29:38 | INFO     | conversation_api.py:save_workflow_checkpoint:291 | Workflow checkpoint saved with version ID: 31
2025-09-10 18:29:38 | INFO     | conversation_api.py:invoke_chat:104 | Received invoke_chat request
2025-09-10 18:29:38 | INFO     | auth_utils.py:extract_and_store_api_key:27 | ComfyUI Copilot API key extracted and stored: a0f8b38e26f4...
2025-09-10 18:29:38 | INFO     | conversation_api.py:invoke_chat:110 | Request JSON:
2025-09-10 18:29:38 | INFO     | conversation_api.py:invoke_chat:153 | -- Received 5 historical messages
2025-09-10 18:29:38 | INFO     | conversation_api.py:invoke_chat:157 | Using workflow checkpoint ID: 31 for session 0711a802-3967-42d6-a5c6-be3a98022ae3
2025-09-10 18:29:38 | INFO     | conversation_api.py:invoke_chat:176 | config: {'session_id': '0711a802-3967-42d6-a5c6-be3a98022ae3', 'workflow_checkpoint_id': 31, 'openai_api_key': '', 'openai_base_url': None, 'model_select': 'gemini-2.5-flash'}
2025-09-10 18:29:40 | INFO     | mcp_client.py:comfyui_agent_invoke:131 | -- Processing 5 messages
2025-09-10 18:29:40 | INFO     | mcp_client.py:comfyui_agent_invoke:138 | === MCP Agent Run starting ===
2025-09-10 18:29:40 | INFO     | mcp_client.py:process_stream_events:178 | Handoff to: ComfyUI-Copilot
2025-09-10 18:29:42 | INFO     | mcp_client.py:process_stream_events:201 | -- Tool 'explain_node' was called
2025-09-10 18:29:43 | INFO     | mcp_client.py:process_stream_events:207 | -- Tool output: {"type":"text","text":"{\"data\":{\"nodes_name\":\"CLIP Text Encode (Prompt)\",\"nodes_class_name\":\"CLIPTextEncode\",\"nodes_extension\":\"ComfyUI\",\"nodes_category\":\"conditioning\",\"nodes_description\":{\"EN\":\"The CLIPTextEncode node is designed to encode textual input using a CLIP model, transforming text into a conditioning format suitable for further processing or integration with other models. It focuses on converting text prompts into a structured format that captures the essence of the input for use in conditioned generative tasks.\",\"ZH\":\"\"},\"nodes_inputs\":[{\"desc\":\"The 'text' parameter is the primary textual input that the node encodes. It plays a crucial role in determining the output conditioning, as it is directly processed by the CLIP model to generate embeddings.\",\"name\":\"text\",\"Comfy_dtype\":\"STRING\",\"is_required\":\"True\",\"python_dtype\":\"str\"},{\"desc\":\"The 'clip' parameter represents the CLIP model used for text tokenization and encoding. It is essential for transforming the input text into a format that can be utilized for conditioning in generative tasks.\",\"name\":\"clip\",\"Comfy_dtype\":\"CLIP\",\"is_required\":\"True\",\"python_dtype\":\"object\"}],\"nodes_outputs\":[{\"desc\":\"The output is a conditioning format that encapsulates the encoded text information, suitable for guiding generative models in producing content that aligns with the input text.\",\"name\":\"conditioning\",\"Comfy_dtype\":\"CONDITIONING\",\"python_dtype\":\"List[Tuple[torch.Tensor, Dict[str, torch.Tensor]]]\"}],\"extension_github_url\":\"https://github.com/comfyanonymous/ComfyUI\"},\"error\":null}","annotations":null,"meta":null}
2025-09-10 18:29:43 | INFO     | mcp_client.py:process_stream_events:214 | -- Associating output with tool 'explain_node'
2025-09-10 18:29:43 | INFO     | mcp_client.py:process_stream_events:244 | -- Stored result for tool 'explain_node': data=8, ext=None
2025-09-10 18:29:46 | INFO     | mcp_client.py:comfyui_agent_invoke:347 | Total tool results: 1
2025-09-10 18:29:46 | INFO     | mcp_client.py:comfyui_agent_invoke:350 | Tool: explain_node
2025-09-10 18:29:46 | INFO     | mcp_client.py:comfyui_agent_invoke:351 |   - Has data: True
2025-09-10 18:29:46 | INFO     | mcp_client.py:comfyui_agent_invoke:352 |   - Data length: 8
2025-09-10 18:29:46 | INFO     | mcp_client.py:comfyui_agent_invoke:353 |   - Has ext: False
2025-09-10 18:29:46 | INFO     | mcp_client.py:comfyui_agent_invoke:356 |   - Answer preview: None...
2025-09-10 18:29:46 | INFO     | mcp_client.py:comfyui_agent_invoke:357 | === End Tool Results Summary ===

2025-09-10 18:29:46 | INFO     | conversation_api.py:invoke_chat:191 | -- Received ext data: None, finished: True
2025-09-10 18:29:46 | INFO     | conversation_api.py:invoke_chat:216 | -- Sending final response: 1603 chars, ext: False, finished: True
2025-09-10 18:50:58 | INFO     | llm_api.py:list_models:36 | Received list_models request
2025-09-10 18:50:58 | INFO     | conversation_api.py:update_workflow_ui:572 | Received update-workflow-ui request
2025-09-10 18:50:59 | INFO     | conversation_api.py:update_workflow_ui:597 | Successfully updated workflow_data_ui for checkpoint ID: 28
2025-09-10 18:50:59 | INFO     | conversation_api.py:update_workflow_ui:572 | Received update-workflow-ui request
2025-09-10 18:50:59 | INFO     | conversation_api.py:update_workflow_ui:597 | Successfully updated workflow_data_ui for checkpoint ID: 28
2025-09-10 18:52:46 | INFO     | conversation_api.py:save_workflow_checkpoint:252 | Received save-workflow-checkpoint request
2025-09-10 18:52:47 | INFO     | conversation_api.py:save_workflow_checkpoint:291 | Workflow checkpoint saved with version ID: 32
2025-09-10 18:52:47 | INFO     | conversation_api.py:invoke_chat:104 | Received invoke_chat request
2025-09-10 18:52:47 | INFO     | auth_utils.py:extract_and_store_api_key:27 | ComfyUI Copilot API key extracted and stored: a0f8b38e26f4...
2025-09-10 18:52:47 | INFO     | conversation_api.py:invoke_chat:110 | Request JSON:
2025-09-10 18:52:47 | INFO     | conversation_api.py:invoke_chat:153 | -- Received 7 historical messages
2025-09-10 18:52:47 | INFO     | conversation_api.py:invoke_chat:157 | Using workflow checkpoint ID: 32 for session 0711a802-3967-42d6-a5c6-be3a98022ae3
2025-09-10 18:52:47 | INFO     | conversation_api.py:invoke_chat:176 | config: {'session_id': '0711a802-3967-42d6-a5c6-be3a98022ae3', 'workflow_checkpoint_id': 32, 'openai_api_key': '', 'openai_base_url': None, 'model_select': 'gemini-2.5-flash'}
2025-09-10 18:52:47 | INFO     | mcp_client.py:comfyui_agent_invoke:131 | -- Processing 7 messages
2025-09-10 18:52:47 | INFO     | mcp_client.py:comfyui_agent_invoke:138 | === MCP Agent Run starting ===
2025-09-10 18:52:47 | INFO     | mcp_client.py:process_stream_events:178 | Handoff to: ComfyUI-Copilot
2025-09-10 18:52:51 | INFO     | mcp_client.py:process_stream_events:201 | -- Tool 'recall_workflow' was called
2025-09-10 18:52:51 | INFO     | mcp_client.py:process_stream_events:201 | -- Tool 'gen_workflow' was called
2025-09-10 18:53:34 | INFO     | mcp_client.py:process_stream_events:214 | -- Associating output with tool 'recall_workflow'
2025-09-10 18:53:34 | INFO     | mcp_client.py:process_stream_events:248 | -- Workflow tool 'recall_workflow' produced result with data: 3
2025-09-10 18:53:34 | INFO     | mcp_client.py:process_stream_events:207 | -- Tool output: {"type":"text","text":"{\"answer\":\"Successfully generated a custom workflow: AI Generated Workflow\\n\\nAI has generated a personalized workflow solution for you. If you have any questions about the workflow, feel free to ask.\",\"data\":[{\"id\":35424,\"name\":\"AI Generated Workflow\",\"description\":\"Generate an image of a dog in a garden using the v1-5-pruned-emaonly.safetensors checkpoint.\",\"image\":\"https://ppc-img.oss-ap-southeast-1.aliyuncs.com/AI_workflow_default.jpg\",\"unique_id\":\"6e5be16973a64af24391f88fea16339f\",\"score\":null,\"source\":\"AI Generated\"}],\"ext\":[{\"type\":\"workflow\",\"data\":[{\"id\":35424,\"name\":\"AI Generated Workflow\",\"description\":\"Generate an image of a dog in a garden using the v1-5-pruned-emaonly.safetensors checkpoint.\",\"image\":\"https://ppc-img.oss-ap-southeast-1.aliyuncs.com/AI_workflow_default.jpg\",\"unique_id\":\"6e5be16973a64af24391f88fea16339f\",\"score\":null,\"source\":\"AI Generated\"}]}],\"instruction\":\"Generate an image of a dog in a garden using the v1-5-pruned-emaonly.safetensors checkpoint.\",\"keywords\":[\"dog\",\"garden\",\"image generation\",\"v1-5-pruned-emaonly\",\"checkpoint\"],\"source\":\"generated\"}","annotations":null,"meta":null}
2025-09-10 18:53:34 | INFO     | mcp_client.py:process_stream_events:214 | -- Associating output with tool 'gen_workflow'
2025-09-10 18:53:34 | INFO     | mcp_client.py:process_stream_events:244 | -- Stored result for tool 'gen_workflow': data=1, ext=[{'type': 'workflow', 'data': [{'id': 35424, 'name': 'AI Generated Workflow', 'description': 'Generate an image of a dog in a garden using the v1-5-pruned-emaonly.safetensors checkpoint.', 'image': 'https://ppc-img.oss-ap-southeast-1.aliyuncs.com/AI_workflow_default.jpg', 'unique_id': '6e5be16973a64af24391f88fea16339f', 'score': None, 'source': 'AI Generated'}]}]
2025-09-10 18:53:34 | INFO     | mcp_client.py:process_stream_events:248 | -- Workflow tool 'gen_workflow' produced result with data: 1
2025-09-10 18:53:40 | INFO     | mcp_client.py:comfyui_agent_invoke:347 | Total tool results: 2
2025-09-10 18:53:40 | INFO     | mcp_client.py:comfyui_agent_invoke:350 | Tool: recall_workflow
2025-09-10 18:53:40 | INFO     | mcp_client.py:comfyui_agent_invoke:351 |   - Has data: True
2025-09-10 18:53:40 | INFO     | mcp_client.py:comfyui_agent_invoke:352 |   - Data length: 3
2025-09-10 18:53:40 | INFO     | mcp_client.py:comfyui_agent_invoke:353 |   - Has ext: True
2025-09-10 18:53:40 | INFO     | mcp_client.py:comfyui_agent_invoke:355 |   - Ext types: ['workflow']
2025-09-10 18:53:40 | INFO     | mcp_client.py:comfyui_agent_invoke:350 | Tool: gen_workflow
2025-09-10 18:53:40 | INFO     | mcp_client.py:comfyui_agent_invoke:351 |   - Has data: True
2025-09-10 18:53:40 | INFO     | mcp_client.py:comfyui_agent_invoke:352 |   - Data length: 1
2025-09-10 18:53:40 | INFO     | mcp_client.py:comfyui_agent_invoke:353 |   - Has ext: True
2025-09-10 18:53:40 | INFO     | mcp_client.py:comfyui_agent_invoke:355 |   - Ext types: ['workflow']
2025-09-10 18:53:40 | INFO     | mcp_client.py:comfyui_agent_invoke:356 |   - Answer preview: Successfully generated a custom workflow: AI Generated Workflow

AI has generated a personalized wor...
2025-09-10 18:53:40 | INFO     | mcp_client.py:comfyui_agent_invoke:357 | === End Tool Results Summary ===

2025-09-10 18:53:40 | INFO     | mcp_client.py:comfyui_agent_invoke:364 | Workflow tools called: ['recall_workflow', 'gen_workflow']
2025-09-10 18:53:40 | INFO     | mcp_client.py:comfyui_agent_invoke:368 | Both recall_workflow and gen_workflow were called, merging results
2025-09-10 18:53:40 | INFO     | mcp_client.py:comfyui_agent_invoke:375 | recall_workflow succeeded with 3 workflows
2025-09-10 18:53:40 | INFO     | mcp_client.py:comfyui_agent_invoke:376 |   - Workflow IDs: [3769, 3967, 26828]
2025-09-10 18:53:40 | INFO     | mcp_client.py:comfyui_agent_invoke:383 | gen_workflow succeeded with 1 workflows
2025-09-10 18:53:40 | INFO     | mcp_client.py:comfyui_agent_invoke:384 |   - Workflow IDs: [35424]
2025-09-10 18:53:40 | INFO     | mcp_client.py:comfyui_agent_invoke:397 |   - Added unique workflow: 35424 - AI Generated Workflow
2025-09-10 18:53:40 | INFO     | mcp_client.py:comfyui_agent_invoke:397 |   - Added unique workflow: 26828 - api-i2i_sdxl_revision_text_prompts
2025-09-10 18:53:40 | INFO     | mcp_client.py:comfyui_agent_invoke:405 | Total workflows before deduplication: 4
2025-09-10 18:53:40 | INFO     | mcp_client.py:comfyui_agent_invoke:406 | Total workflows after deduplication: 4
2025-09-10 18:53:40 | INFO     | mcp_client.py:comfyui_agent_invoke:414 | Returning 4 workflows from successful tools
2025-09-10 18:53:40 | INFO     | conversation_api.py:invoke_chat:216 | -- Sending final response: 2564 chars, ext: True, finished: True
2025-09-10 19:00:02 | INFO     | conversation_api.py:save_workflow_checkpoint:252 | Received save-workflow-checkpoint request
2025-09-10 19:00:03 | INFO     | conversation_api.py:save_workflow_checkpoint:291 | Workflow checkpoint saved with version ID: 33
2025-09-10 19:00:04 | INFO     | conversation_api.py:invoke_chat:104 | Received invoke_chat request
2025-09-10 19:00:04 | INFO     | auth_utils.py:extract_and_store_api_key:27 | ComfyUI Copilot API key extracted and stored: a0f8b38e26f4...
2025-09-10 19:00:04 | INFO     | conversation_api.py:invoke_chat:110 | Request JSON:
2025-09-10 19:00:04 | INFO     | conversation_api.py:invoke_chat:153 | -- Received 9 historical messages
2025-09-10 19:00:04 | INFO     | conversation_api.py:invoke_chat:157 | Using workflow checkpoint ID: 33 for session 0711a802-3967-42d6-a5c6-be3a98022ae3
2025-09-10 19:00:04 | INFO     | conversation_api.py:invoke_chat:176 | config: {'session_id': '0711a802-3967-42d6-a5c6-be3a98022ae3', 'workflow_checkpoint_id': 33, 'openai_api_key': '', 'openai_base_url': None, 'model_select': 'gemini-2.5-flash'}
2025-09-10 19:00:07 | INFO     | mcp_client.py:comfyui_agent_invoke:131 | -- Processing 9 messages
2025-09-10 19:00:07 | INFO     | mcp_client.py:comfyui_agent_invoke:138 | === MCP Agent Run starting ===
2025-09-10 19:00:07 | INFO     | mcp_client.py:process_stream_events:178 | Handoff to: ComfyUI-Copilot
2025-09-10 19:00:12 | INFO     | mcp_client.py:process_stream_events:201 | -- Tool 'recall_workflow' was called
2025-09-10 19:00:12 | INFO     | mcp_client.py:process_stream_events:201 | -- Tool 'gen_workflow' was called
2025-09-10 19:00:41 | INFO     | mcp_client.py:process_stream_events:214 | -- Associating output with tool 'recall_workflow'
2025-09-10 19:00:41 | INFO     | mcp_client.py:process_stream_events:248 | -- Workflow tool 'recall_workflow' produced result with data: 3
2025-09-10 19:00:41 | INFO     | mcp_client.py:process_stream_events:207 | -- Tool output: {"type":"text","text":"{\"answer\":\"Successfully generated a custom workflow: AI Generated Workflow\\n\\nAI has generated a personalized workflow solution for you. If you have any questions about the workflow, feel free to ask.\",\"data\":[{\"id\":35425,\"name\":\"AI Generated Workflow\",\"description\":\"Build a workflow that generates an image of a man holding an apple, ideally using a standard checkpoint model like v1-5-pruned-emaonly.safetensors.\",\"image\":\"https://ppc-img.oss-ap-southeast-1.aliyuncs.com/AI_workflow_default.jpg\",\"unique_id\":\"930f5eb07fa17b5c5a53c60b4cbcddf5\",\"score\":null,\"source\":\"AI Generated\"}],\"ext\":[{\"type\":\"workflow\",\"data\":[{\"id\":35425,\"name\":\"AI Generated Workflow\",\"description\":\"Build a workflow that generates an image of a man holding an apple, ideally using a standard checkpoint model like v1-5-pruned-emaonly.safetensors.\",\"image\":\"https://ppc-img.oss-ap-southeast-1.aliyuncs.com/AI_workflow_default.jpg\",\"unique_id\":\"930f5eb07fa17b5c5a53c60b4cbcddf5\",\"score\":null,\"source\":\"AI Generated\"}]}],\"instruction\":\"Build a workflow that generates an image of a man holding an apple, ideally using a standard checkpoint model like v1-5-pruned-emaonly.safetensors.\",\"keywords\":[\"man\",\"apple\",\"holding\",\"image generation\"],\"source\":\"generated\"}","annotations":null,"meta":null}
2025-09-10 19:00:41 | INFO     | mcp_client.py:process_stream_events:214 | -- Associating output with tool 'gen_workflow'
2025-09-10 19:00:41 | INFO     | mcp_client.py:process_stream_events:244 | -- Stored result for tool 'gen_workflow': data=1, ext=[{'type': 'workflow', 'data': [{'id': 35425, 'name': 'AI Generated Workflow', 'description': 'Build a workflow that generates an image of a man holding an apple, ideally using a standard checkpoint model like v1-5-pruned-emaonly.safetensors.', 'image': 'https://ppc-img.oss-ap-southeast-1.aliyuncs.com/AI_workflow_default.jpg', 'unique_id': '930f5eb07fa17b5c5a53c60b4cbcddf5', 'score': None, 'source': 'AI Generated'}]}]
2025-09-10 19:00:41 | INFO     | mcp_client.py:process_stream_events:248 | -- Workflow tool 'gen_workflow' produced result with data: 1
2025-09-10 19:00:48 | INFO     | mcp_client.py:comfyui_agent_invoke:347 | Total tool results: 2
2025-09-10 19:00:48 | INFO     | mcp_client.py:comfyui_agent_invoke:350 | Tool: recall_workflow
2025-09-10 19:00:48 | INFO     | mcp_client.py:comfyui_agent_invoke:351 |   - Has data: True
2025-09-10 19:00:48 | INFO     | mcp_client.py:comfyui_agent_invoke:352 |   - Data length: 3
2025-09-10 19:00:48 | INFO     | mcp_client.py:comfyui_agent_invoke:353 |   - Has ext: True
2025-09-10 19:00:48 | INFO     | mcp_client.py:comfyui_agent_invoke:355 |   - Ext types: ['workflow']
2025-09-10 19:00:49 | INFO     | mcp_client.py:comfyui_agent_invoke:350 | Tool: gen_workflow
2025-09-10 19:00:49 | INFO     | mcp_client.py:comfyui_agent_invoke:351 |   - Has data: True
2025-09-10 19:00:49 | INFO     | mcp_client.py:comfyui_agent_invoke:352 |   - Data length: 1
2025-09-10 19:00:49 | INFO     | mcp_client.py:comfyui_agent_invoke:353 |   - Has ext: True
2025-09-10 19:00:49 | INFO     | mcp_client.py:comfyui_agent_invoke:355 |   - Ext types: ['workflow']
2025-09-10 19:00:49 | INFO     | mcp_client.py:comfyui_agent_invoke:356 |   - Answer preview: Successfully generated a custom workflow: AI Generated Workflow

AI has generated a personalized wor...
2025-09-10 19:00:49 | INFO     | mcp_client.py:comfyui_agent_invoke:357 | === End Tool Results Summary ===

2025-09-10 19:00:49 | INFO     | mcp_client.py:comfyui_agent_invoke:364 | Workflow tools called: ['recall_workflow', 'gen_workflow']
2025-09-10 19:00:49 | INFO     | mcp_client.py:comfyui_agent_invoke:368 | Both recall_workflow and gen_workflow were called, merging results
2025-09-10 19:00:49 | INFO     | mcp_client.py:comfyui_agent_invoke:375 | recall_workflow succeeded with 3 workflows
2025-09-10 19:00:49 | INFO     | mcp_client.py:comfyui_agent_invoke:376 |   - Workflow IDs: [4002, 26721, 26733]
2025-09-10 19:00:49 | INFO     | mcp_client.py:comfyui_agent_invoke:383 | gen_workflow succeeded with 1 workflows
2025-09-10 19:00:49 | INFO     | mcp_client.py:comfyui_agent_invoke:384 |   - Workflow IDs: [35425]
2025-09-10 19:00:49 | INFO     | mcp_client.py:comfyui_agent_invoke:397 |   - Added unique workflow: 35425 - AI Generated Workflow
2025-09-10 19:00:49 | INFO     | mcp_client.py:comfyui_agent_invoke:397 |   - Added unique workflow: 26721 - sdxl-t2i-api
2025-09-10 19:00:49 | INFO     | mcp_client.py:comfyui_agent_invoke:397 |   - Added unique workflow: 26733 - image-edit-api
2025-09-10 19:00:49 | INFO     | mcp_client.py:comfyui_agent_invoke:405 | Total workflows before deduplication: 4
2025-09-10 19:00:49 | INFO     | mcp_client.py:comfyui_agent_invoke:406 | Total workflows after deduplication: 4
2025-09-10 19:00:49 | INFO     | mcp_client.py:comfyui_agent_invoke:414 | Returning 4 workflows from successful tools
2025-09-10 19:00:49 | INFO     | conversation_api.py:invoke_chat:216 | -- Sending final response: 2678 chars, ext: True, finished: True
2025-09-10 19:16:43 | INFO     | llm_api.py:list_models:36 | Received list_models request
2025-09-10 19:17:07 | INFO     | conversation_api.py:save_workflow_checkpoint:252 | Received save-workflow-checkpoint request
2025-09-10 19:17:08 | INFO     | conversation_api.py:save_workflow_checkpoint:291 | Workflow checkpoint saved with version ID: 34
2025-09-10 19:17:08 | INFO     | conversation_api.py:invoke_chat:104 | Received invoke_chat request
2025-09-10 19:17:08 | INFO     | auth_utils.py:extract_and_store_api_key:27 | ComfyUI Copilot API key extracted and stored: a0f8b38e26f4...
2025-09-10 19:17:08 | INFO     | conversation_api.py:invoke_chat:110 | Request JSON:
2025-09-10 19:17:08 | INFO     | conversation_api.py:invoke_chat:153 | -- Received 11 historical messages
2025-09-10 19:17:08 | INFO     | conversation_api.py:invoke_chat:157 | Using workflow checkpoint ID: 34 for session 0711a802-3967-42d6-a5c6-be3a98022ae3
2025-09-10 19:17:08 | INFO     | conversation_api.py:invoke_chat:176 | config: {'session_id': '0711a802-3967-42d6-a5c6-be3a98022ae3', 'workflow_checkpoint_id': 34, 'openai_api_key': '', 'openai_base_url': None, 'model_select': 'gemini-2.5-flash'}
2025-09-10 19:17:30 | ERROR    | mcp_client.py:comfyui_agent_invoke:486 | Error in comfyui_agent_invoke: unhandled errors in a TaskGroup (1 sub-exception)
2025-09-10 19:17:31 | ERROR    | mcp_client.py:comfyui_agent_invoke:487 | Traceback:   + Exception Group Traceback (most recent call last):
  |   File "D:\AI\ComfyUI\custom_nodes\ComfyUI-Copilot\backend\service\mcp_client.py", line 61, in comfyui_agent_invoke
  |     async with MCPServerSse(
  |   File "D:\venvs\comfyui\lib\site-packages\agents\mcp\server.py", line 237, in __aenter__
  |     await self.connect()
  |   File "D:\venvs\comfyui\lib\site-packages\agents\mcp\server.py", line 262, in connect
  |     transport = await self.exit_stack.enter_async_context(self.create_streams())
  |   File "C:\Users\91984\AppData\Local\Programs\Python\Python310\lib\contextlib.py", line 619, in enter_async_context
  |     result = await _cm_type.__aenter__(cm)
  |   File "C:\Users\91984\AppData\Local\Programs\Python\Python310\lib\contextlib.py", line 199, in __aenter__
  |     return await anext(self.gen)
  |   File "D:\venvs\comfyui\lib\site-packages\mcp\client\sse.py", line 54, in sse_client
  |     async with anyio.create_task_group() as tg:
  |   File "D:\venvs\comfyui\lib\site-packages\anyio\_backends\_asyncio.py", line 772, in __aexit__
  |     raise BaseExceptionGroup(
  | exceptiongroup.ExceptionGroup: unhandled errors in a TaskGroup (1 sub-exception)
  +-+---------------- 1 ----------------
    | Traceback (most recent call last):
    |   File "D:\venvs\comfyui\lib\site-packages\httpx\_transports\default.py", line 101, in map_httpcore_exceptions
    |     yield
    |   File "D:\venvs\comfyui\lib\site-packages\httpx\_transports\default.py", line 394, in handle_async_request
    |     resp = await self._pool.handle_async_request(req)
    |   File "D:\venvs\comfyui\lib\site-packages\httpcore\_async\connection_pool.py", line 256, in handle_async_request
    |     raise exc from None
    |   File "D:\venvs\comfyui\lib\site-packages\httpcore\_async\connection_pool.py", line 236, in handle_async_request
    |     response = await connection.handle_async_request(
    |   File "D:\venvs\comfyui\lib\site-packages\httpcore\_async\connection.py", line 101, in handle_async_request
    |     raise exc
    |   File "D:\venvs\comfyui\lib\site-packages\httpcore\_async\connection.py", line 78, in handle_async_request
    |     stream = await self._connect(request)
    |   File "D:\venvs\comfyui\lib\site-packages\httpcore\_async\connection.py", line 124, in _connect
    |     stream = await self._network_backend.connect_tcp(**kwargs)
    |   File "D:\venvs\comfyui\lib\site-packages\httpcore\_backends\auto.py", line 31, in connect_tcp
    |     return await self._backend.connect_tcp(
    |   File "D:\venvs\comfyui\lib\site-packages\httpcore\_backends\anyio.py", line 113, in connect_tcp
    |     with map_exceptions(exc_map):
    |   File "C:\Users\91984\AppData\Local\Programs\Python\Python310\lib\contextlib.py", line 153, in __exit__
    |     self.gen.throw(typ, value, traceback)
    |   File "D:\venvs\comfyui\lib\site-packages\httpcore\_exceptions.py", line 14, in map_exceptions
    |     raise to_exc(exc) from exc
    | httpcore.ConnectError: All connection attempts failed
    | 
    | The above exception was the direct cause of the following exception:
    | 
    | Traceback (most recent call last):
    |   File "D:\venvs\comfyui\lib\site-packages\mcp\client\sse.py", line 60, in sse_client
    |     async with aconnect_sse(
    |   File "C:\Users\91984\AppData\Local\Programs\Python\Python310\lib\contextlib.py", line 199, in __aenter__
    |     return await anext(self.gen)
    |   File "D:\venvs\comfyui\lib\site-packages\httpx_sse\_api.py", line 74, in aconnect_sse
    |     async with client.stream(method, url, headers=headers, **kwargs) as response:
    |   File "C:\Users\91984\AppData\Local\Programs\Python\Python310\lib\contextlib.py", line 199, in __aenter__
    |     return await anext(self.gen)
    |   File "D:\venvs\comfyui\lib\site-packages\httpx\_client.py", line 1583, in stream
    |     response = await self.send(
    |   File "D:\venvs\comfyui\lib\site-packages\httpx\_client.py", line 1629, in send
    |     response = await self._send_handling_auth(
    |   File "D:\venvs\comfyui\lib\site-packages\httpx\_client.py", line 1657, in _send_handling_auth
    |     response = await self._send_handling_redirects(
    |   File "D:\venvs\comfyui\lib\site-packages\httpx\_client.py", line 1694, in _send_handling_redirects
    |     response = await self._send_single_request(request)
    |   File "D:\venvs\comfyui\lib\site-packages\httpx\_client.py", line 1730, in _send_single_request
    |     response = await transport.handle_async_request(request)
    |   File "D:\venvs\comfyui\lib\site-packages\httpx\_transports\default.py", line 393, in handle_async_request
    |     with map_httpcore_exceptions():
    |   File "C:\Users\91984\AppData\Local\Programs\Python\Python310\lib\contextlib.py", line 153, in __exit__
    |     self.gen.throw(typ, value, traceback)
    |   File "D:\venvs\comfyui\lib\site-packages\httpx\_transports\default.py", line 118, in map_httpcore_exceptions
    |     raise mapped_exc(message) from exc
    | httpx.ConnectError: All connection attempts failed
    +------------------------------------

2025-09-10 19:17:31 | INFO     | conversation_api.py:invoke_chat:191 | -- Received ext data: None, finished: True
2025-09-10 19:17:31 | INFO     | conversation_api.py:invoke_chat:216 | -- Sending final response: 115 chars, ext: False, finished: True
2025-09-10 19:18:15 | INFO     | conversation_api.py:save_workflow_checkpoint:252 | Received save-workflow-checkpoint request
2025-09-10 19:18:16 | INFO     | conversation_api.py:save_workflow_checkpoint:291 | Workflow checkpoint saved with version ID: 35
2025-09-10 19:18:16 | INFO     | conversation_api.py:invoke_chat:104 | Received invoke_chat request
2025-09-10 19:18:16 | INFO     | auth_utils.py:extract_and_store_api_key:27 | ComfyUI Copilot API key extracted and stored: a0f8b38e26f4...
2025-09-10 19:18:16 | INFO     | conversation_api.py:invoke_chat:110 | Request JSON:
2025-09-10 19:18:16 | INFO     | conversation_api.py:invoke_chat:153 | -- Received 13 historical messages
2025-09-10 19:18:16 | INFO     | conversation_api.py:invoke_chat:157 | Using workflow checkpoint ID: 35 for session 0711a802-3967-42d6-a5c6-be3a98022ae3
2025-09-10 19:18:16 | INFO     | conversation_api.py:invoke_chat:176 | config: {'session_id': '0711a802-3967-42d6-a5c6-be3a98022ae3', 'workflow_checkpoint_id': 35, 'openai_api_key': '', 'openai_base_url': None, 'model_select': 'gemini-2.5-flash'}
2025-09-10 19:18:26 | ERROR    | mcp_client.py:comfyui_agent_invoke:486 | Error in comfyui_agent_invoke: unhandled errors in a TaskGroup (1 sub-exception)
2025-09-10 19:18:26 | ERROR    | mcp_client.py:comfyui_agent_invoke:487 | Traceback:   + Exception Group Traceback (most recent call last):
  |   File "D:\AI\ComfyUI\custom_nodes\ComfyUI-Copilot\backend\service\mcp_client.py", line 61, in comfyui_agent_invoke
  |     async with MCPServerSse(
  |   File "D:\venvs\comfyui\lib\site-packages\agents\mcp\server.py", line 237, in __aenter__
  |     await self.connect()
  |   File "D:\venvs\comfyui\lib\site-packages\agents\mcp\server.py", line 262, in connect
  |     transport = await self.exit_stack.enter_async_context(self.create_streams())
  |   File "C:\Users\91984\AppData\Local\Programs\Python\Python310\lib\contextlib.py", line 619, in enter_async_context
  |     result = await _cm_type.__aenter__(cm)
  |   File "C:\Users\91984\AppData\Local\Programs\Python\Python310\lib\contextlib.py", line 199, in __aenter__
  |     return await anext(self.gen)
  |   File "D:\venvs\comfyui\lib\site-packages\mcp\client\sse.py", line 54, in sse_client
  |     async with anyio.create_task_group() as tg:
  |   File "D:\venvs\comfyui\lib\site-packages\anyio\_backends\_asyncio.py", line 772, in __aexit__
  |     raise BaseExceptionGroup(
  | exceptiongroup.ExceptionGroup: unhandled errors in a TaskGroup (1 sub-exception)
  +-+---------------- 1 ----------------
    | Traceback (most recent call last):
    |   File "D:\venvs\comfyui\lib\site-packages\httpx\_transports\default.py", line 101, in map_httpcore_exceptions
    |     yield
    |   File "D:\venvs\comfyui\lib\site-packages\httpx\_transports\default.py", line 394, in handle_async_request
    |     resp = await self._pool.handle_async_request(req)
    |   File "D:\venvs\comfyui\lib\site-packages\httpcore\_async\connection_pool.py", line 256, in handle_async_request
    |     raise exc from None
